"jitter","jitter_abs","jitter_rap","jitter_ppq5","jitter_ddp"
0.00085,2.25e-06,4e-04,0.00052,0.00121
0.00144,4.13e-06,0.00059,0.00073,0.00176
0.00151,6.12e-06,0.00077,0.00089,0.00232
0.00246,1.01e-05,0.00126,0.00151,0.00379
0.00193,8.76e-06,0.00099,0.00111,0.00296
0.00261,1.08e-05,0.00134,0.0014,0.00402
0.00211,8.9e-06,0.00104,0.00098,0.00311
0.00252,1.11e-05,0.00133,0.00142,0.00399
0.0022,9.46e-06,0.00117,0.00127,0.00352
0.00187,7.62e-06,0.00093,0.001,0.00278
0.00182,7.09e-06,0.00092,0.00112,0.00276
0.00255,1.03e-05,0.00148,0.0014,0.00443
0.00143,3.88e-06,0.00062,0.00077,0.00185
0.0022,9.76e-06,0.00116,0.00121,0.00349
0.00254,1.09e-05,0.0014,0.00146,0.00419
0.00147,6.16e-06,0.00061,0.00068,0.00183
0.00951,3.73e-05,0.00298,0.00226,0.00893
0.00252,7.77e-06,0.00118,0.00171,0.00353
0.00145,4.01e-06,0.00066,0.00078,0.00198
0.00215,9.21e-06,0.00109,0.00127,0.00328
0.00165,7.03e-06,0.00087,0.00093,0.0026
0.00271,1.22e-05,0.00128,0.00145,0.00385
0.00222,1.03e-05,0.00108,0.0012,0.00325
0.00198,8.88e-06,0.00093,0.00105,0.00279
0.00215,9.77e-06,0.00099,0.00121,0.00298
0.00358,1.58e-05,0.00141,0.00163,0.00423
0.00263,1.17e-05,0.00127,0.00145,0.00381
0.00187,7.97e-06,0.00096,0.00105,0.00287
0.00189,7.46e-06,0.00091,0.00104,0.00274
0.00217,9e-06,0.00113,0.00118,0.00338
0.0024,8.41e-06,0.00129,0.00128,0.00388
0.00267,1.18e-05,0.00139,0.00142,0.00416
0.00253,1.08e-05,0.00144,0.00133,0.00432
0.00227,1.03e-05,0.00121,0.00125,0.00363
0.00195,8.62e-06,0.00098,0.00111,0.00293
0.00218,8.98e-06,0.00113,0.00121,0.00339
0.00209,9.13e-06,0.00111,0.00114,0.00332
0.00168,3.85e-06,0.00084,0.00095,0.00252
0.00141,3.78e-06,0.00067,0.00083,0.00202
0.00272,1.11e-05,0.00151,0.00137,0.00452
0.00133,5.44e-06,0.00049,0.00058,0.00147
0.00278,1.22e-05,0.00101,0.00143,0.00302
0.00337,1.51e-05,0.00167,0.00142,0.00501
0.00157,6.8e-06,0.00085,0.00087,0.00254
0.00251,1.05e-05,0.00118,0.00145,0.00354
0.00178,7.6e-06,9e-04,0.00097,0.0027
0.00302,1.34e-05,0.00153,0.00141,0.00459
0.00254,1.04e-05,0.00123,0.00114,0.0037
0.00186,7.79e-06,0.00093,0.00108,0.00278
0.00289,1.07e-05,0.00145,0.00146,0.00434
0.00232,7.8e-06,0.0013,0.00124,0.00391
0.0032,1.35e-05,0.00156,0.00151,0.00467
0.00576,2.4e-05,0.00228,0.00186,0.00684
0.00184,7.66e-06,0.00093,0.00091,0.00279
0.00454,1.93e-05,0.00225,0.0019,0.00675
0.00253,1.05e-05,0.00131,0.00138,0.00392
0.00232,1.02e-05,0.00103,7e-04,0.00308
0.00194,3.94e-06,0.00097,0.00106,0.0029
0.00182,6.51e-06,0.00086,9e-04,0.00257
0.00208,8.51e-06,0.00068,0.00077,0.00204
0.00106,4.34e-06,0.00042,0.00052,0.00125
0.00953,3.96e-05,0.00433,0.00342,0.01298
0.00342,1.51e-05,0.00157,0.00188,0.00472
0.00428,1.82e-05,0.00164,0.0013,0.00492
0.00084,3.61e-06,0.00033,0.00045,0.00098
0.00193,8.23e-06,0.00096,0.00086,0.00287
0.00268,1.19e-05,0.00122,0.00115,0.00367
0.00351,1.46e-05,0.00169,0.00125,0.00506
0.00246,9.22e-06,0.0011,0.00118,0.00329
0.00198,5.08e-06,0.001,0.00115,0.00301
0.00226,9.47e-06,0.00112,0.00124,0.00337
0.00569,2.37e-05,0.00248,0.00196,0.00744
0.00176,7.55e-06,0.00091,0.00087,0.00272
0.00263,1.06e-05,0.00105,0.00106,0.00314
0.00083,3.6e-06,0.00034,0.00043,0.00103
0.00579,3.19e-05,0.00301,0.00317,0.00903
0.00481,2.66e-05,0.00254,0.00269,0.00761
0.00543,2.91e-05,0.00252,0.00228,0.00755
0.00618,3.31e-05,0.00342,0.00335,0.01025
0.00593,3.08e-05,0.00325,0.00302,0.00975
0.00699,3.48e-05,0.00407,0.00396,0.0122
0.00682,3.4e-05,0.00374,0.00301,0.01123
0.00755,4.16e-05,0.00362,0.00349,0.01087
0.00473,2.6e-05,0.00232,0.00251,0.00697
0.0043,2.32e-05,0.00249,0.00259,0.00748
0.00595,3.2e-05,0.00331,0.00315,0.00994
0.00516,2.8e-05,0.00274,0.00294,0.00821
0.00559,2.97e-05,0.00303,0.00323,0.00908
0.00495,2.61e-05,0.00267,0.00261,0.00801
0.00503,2.78e-05,0.00258,0.00266,0.00773
0.00661,3.42e-05,0.00368,0.00295,0.01104
0.0036,1.92e-05,0.00184,0.002,0.00552
0.0046,2.36e-05,0.00254,0.00268,0.00761
0.00322,1.82e-05,0.0017,0.00179,0.0051
0.00432,2.33e-05,0.00239,0.00256,0.00718
0.00403,2.14e-05,0.00216,0.00234,0.00649
0.00406,1.99e-05,0.00185,0.00198,0.00555
0.00395,2.06e-05,0.00206,0.00207,0.00618
0.00514,2.77e-05,0.00259,0.00275,0.00776
0.00298,1.65e-05,0.00153,0.00175,0.00458
0.00519,2.9e-05,0.00245,0.00253,0.00736
0.00533,2.91e-05,0.00277,0.00288,0.00831
0.00614,3.22e-05,0.00275,0.00286,0.00824
0.00762,3.97e-05,0.0042,0.00413,0.01261
0.00329,1.65e-05,0.00172,0.00196,0.00517
0.00416,2.29e-05,0.00221,0.00233,0.00664
0.00493,2.7e-05,0.00269,0.00273,0.00807
0.00385,2.07e-05,0.00208,0.00218,0.00624
0.00493,2.69e-05,0.00256,0.00278,0.00769
0.00518,2.83e-05,0.00276,0.00275,0.00827
0.00526,2.85e-05,0.00282,0.00302,0.00847
0.00445,2.29e-05,0.00244,0.00212,0.00732
0.00576,3.11e-05,0.00287,0.0028,0.0086
0.00349,1.81e-05,0.00191,0.00201,0.00572
0.00374,1.95e-05,0.00205,0.00223,0.00616
0.00317,1.59e-05,0.00168,0.00195,0.00505
0.00396,2.23e-05,0.00207,0.00207,0.00622
0.00409,2.29e-05,0.00222,0.00235,0.00665
0.00489,2.51e-05,0.00255,0.00189,0.00764
0.0039,2.1e-05,0.00212,0.00205,0.00636
0.00534,2.75e-05,0.00286,0.00237,0.00858
0.00706,3.7e-05,0.00404,0.00383,0.01211
0.00655,3.51e-05,0.00313,0.00326,0.00938
0.00662,3.65e-05,0.00373,0.00385,0.0112
0.00547,2.98e-05,0.00264,0.00251,0.00791
0.0053,2.8e-05,0.00273,0.00244,0.00818
0.00455,2.37e-05,0.00247,0.00242,0.00742
0.00521,2.63e-05,0.00222,0.00251,0.00667
0.0051,2.76e-05,0.00296,0.00304,0.00888
0.00499,2.69e-05,0.0029,0.00281,0.00871
0.00491,2.62e-05,0.00265,0.00248,0.00795
0.0046,2.44e-05,0.00225,0.00258,0.00675
0.0041,2.23e-05,0.00232,0.00222,0.00696
0.00328,1.73e-05,0.00174,0.00199,0.00523
0.00375,1.87e-05,0.00193,0.00215,0.0058
0.00441,2.4e-05,0.00201,0.00251,0.00604
0.003,1.49e-05,0.00174,0.00177,0.00522
0.0032,1.65e-05,0.00176,0.00201,0.00527
0.00484,2.4e-05,0.00294,0.0023,0.00881
0.00377,2.14e-05,0.00203,0.00208,0.00608
0.00383,2.1e-05,0.00213,0.00208,0.00639
0.00356,1.84e-05,0.00176,0.00191,0.00528
0.00474,2.51e-05,0.00255,0.00224,0.00764
0.00335,1.72e-05,0.0019,0.00205,0.0057
0.00593,3.15e-05,0.00309,0.0025,0.00926
0.00494,2.64e-05,0.00273,0.00262,0.0082
0.00563,2.96e-05,0.00287,0.00292,0.00862
0.00419,2.26e-05,0.00234,0.00256,0.00701
0.00553,2.94e-05,0.00292,0.00249,0.00877
0.00532,2.93e-05,0.00301,0.00304,0.00903
0.00725,3.79e-05,0.00417,0.00344,0.01252
0.00391,2.14e-05,0.00213,0.00221,0.00638
0.00675,3.7e-05,0.00349,0.00309,0.01048
0.00383,2.04e-05,0.00214,0.00216,0.00642
0.00666,3.54e-05,0.00349,0.00381,0.01048
0.00465,2.54e-05,0.00254,0.00259,0.00762
0.00471,2.61e-05,0.00259,0.00253,0.00777
0.00409,2.19e-05,0.00236,0.00241,0.00708
0.00373,1.96e-05,0.00213,0.00219,0.00638
0.0037,1.91e-05,0.00198,0.00207,0.00595
0.00534,2.82e-05,0.00296,0.00305,0.00888
0.00393,2.18e-05,0.00225,0.00213,0.00676
0.00364,1.96e-05,0.00196,0.00194,0.00587
0.00501,2.68e-05,0.00288,0.00265,0.00865
0.00332,1.81e-05,0.00193,0.00183,0.0058
0.00396,2.09e-05,0.00216,0.00213,0.00649
0.00309,1.62e-05,0.00175,0.00185,0.00524
0.00432,2.29e-05,0.00175,0.00191,0.00525
0.00542,2.9e-05,0.00256,0.00253,0.00767
0.00358,1.84e-05,0.00205,0.00202,0.00615
0.00409,2.21e-05,0.00221,0.00241,0.00664
0.00327,1.72e-05,0.00184,0.0019,0.00552
0.00466,2.55e-05,0.00253,0.00251,0.0076
0.00575,3.06e-05,0.0026,0.00281,0.00779
0.00389,2.1e-05,0.00169,0.00201,0.00508
0.00433,2.35e-05,0.00227,0.00222,0.0068
0.00443,2.33e-05,0.00201,0.00199,0.00602
0.00264,1.39e-05,0.00151,0.00141,0.00453
0.00378,2.04e-05,0.00197,0.00187,0.0059
0.00322,1.74e-05,0.00168,0.00172,0.00503
0.00279,1.46e-05,0.0014,0.00153,0.00419
0.00381,1.95e-05,0.00217,0.00216,0.0065
0.00285,1.46e-05,0.00143,0.00146,0.0043
0.00327,1.75e-05,0.00164,0.00163,0.00493
0.00448,2.45e-05,0.00263,0.0026,0.00789
0.00288,1.55e-05,0.00157,0.00161,0.0047
0.00303,1.56e-05,0.00136,0.00141,0.00408
0.00373,2.02e-05,0.00161,0.00162,0.00483
0.00343,1.8e-05,0.0014,0.00153,0.00419
0.00296,1.52e-05,0.00142,0.00139,0.00427
0.00269,1.43e-05,0.00122,0.00137,0.00366
0.00387,2.06e-05,0.00184,0.00182,0.00553
0.00326,1.68e-05,0.00184,0.00188,0.00551
0.00338,1.82e-05,0.00181,0.0019,0.00544
0.00339,1.8e-05,0.00149,0.00171,0.00448
0.00296,1.61e-05,0.00156,0.00159,0.00467
0.00403,2.12e-05,0.00202,0.00221,0.00606
0.00343,1.83e-05,0.00168,0.00164,0.00504
0.00431,2.3e-05,0.00224,0.00193,0.00672
0.00256,1.34e-05,0.00122,0.00133,0.00366
0.00398,2.14e-05,0.00217,0.00214,0.00652
0.0041,2.14e-05,0.00225,0.00247,0.00674
0.00354,1.9e-05,0.00185,0.00173,0.00555
0.00258,1.32e-05,0.00146,0.00148,0.00437
0.00429,2.2e-05,0.00216,0.00199,0.00648
0.00283,1.41e-05,0.00144,0.00138,0.00432
0.00382,2.06e-05,0.00196,0.00175,0.00589
0.00248,1.33e-05,0.00113,0.00117,0.0034
0.00391,2.1e-05,0.00197,0.00193,0.00591
0.00414,2.1e-05,0.00185,0.00212,0.00554
0.0029,1.57e-05,0.00151,0.00169,0.00454
0.00227,1.17e-05,0.00118,0.00127,0.00353
0.00305,1.56e-05,0.00154,0.00175,0.00461
0.00619,6.37e-05,0.00297,0.00336,0.0089
0.00643,5.74e-05,0.00312,0.00358,0.00935
0.00659,6.62e-05,0.003,0.00338,0.00901
0.00615,5.78e-05,0.00269,0.00313,0.00807
0.00807,7.19e-05,0.00395,0.00412,0.01185
0.00733,6.16e-05,0.00409,0.00412,0.01227
0.00499,4.72e-05,0.00224,0.00269,0.00671
0.00514,5.2e-05,0.00242,0.00297,0.00727
0.0058,6.39e-05,0.00279,0.00318,0.00837
0.00514,5.09e-05,0.00224,0.00288,0.00671
0.00547,4.8e-05,0.00225,0.00302,0.00674
0.00571,6.17e-05,0.00288,0.00318,0.00865
0.00649,6.28e-05,0.00296,0.00372,0.00887
0.00538,5.52e-05,0.00279,0.00307,0.00838
0.00612,5.55e-05,0.00297,0.00374,0.0089
0.00416,4.25e-05,0.00201,0.00219,0.00603
0.00482,5.45e-05,0.00206,0.00284,0.00618
0.00712,7.38e-05,0.0032,0.00419,0.0096
0.00488,4.64e-05,0.00213,0.00282,0.0064
0.00839,8.45e-05,0.00427,0.00423,0.0128
0.00567,5.85e-05,0.00256,0.00331,0.00768
0.00499,5.52e-05,0.00224,0.0025,0.00672
0.00652,5.91e-05,0.00271,0.00318,0.00814
0.00775,8.27e-05,0.00421,0.00412,0.01262
0.00591,5.98e-05,0.00292,0.00371,0.00877
0.00581,6.07e-05,0.00282,0.0032,0.00845
0.00582,6.18e-05,0.00289,0.0029,0.00867
0.00467,4.59e-05,0.00196,0.00242,0.00589
0.00432,4.3e-05,0.00208,0.00256,0.00623
0.00388,3.82e-05,0.00148,0.00216,0.00444
0.00747,6.09e-05,0.00351,0.00316,0.01053
0.0046,4.26e-05,0.00223,0.00258,0.00669
0.00562,5.32e-05,0.00294,0.00313,0.00883
0.00496,4.97e-05,0.00221,0.00278,0.00663
0.00387,4.22e-05,0.00119,0.0023,0.00358
0.00479,4.71e-05,0.00197,0.00193,0.00591
0.00506,4.67e-05,0.00241,0.0029,0.00724
0.0062,6.62e-05,0.00229,0.00304,0.00688
0.00535,5.19e-05,0.00241,0.00318,0.00722
0.00545,5.84e-05,0.00263,0.00316,0.0079
0.00676,6.28e-05,0.00255,0.00292,0.00765
0.00465,4.68e-05,0.00224,0.00246,0.00672
0.00582,6.53e-05,0.00256,0.00286,0.00769
0.00614,6.21e-05,0.00224,0.00225,0.00671
0.00473,4.67e-05,0.00208,0.00265,0.00623
0.00532,5.18e-05,0.00262,0.00324,0.00785
0.00491,5.13e-05,0.00229,0.00281,0.00687
0.00429,4.69e-05,0.00189,0.00227,0.00566
0.00539,5.42e-05,0.00217,0.00303,0.0065
0.00519,5.68e-05,0.00221,0.00301,0.00664
0.0044,4.47e-05,0.00203,0.00253,0.00608
0.00598,6.32e-05,0.00326,0.00337,0.00977
0.00339,3.78e-05,0.00173,0.00214,0.00518
0.00454,4.2e-05,0.00245,0.00266,0.00734
0.00526,5.36e-05,0.00246,0.00282,0.00737
0.00629,6.2e-05,0.00285,0.00292,0.00856
0.01007,8.51e-05,0.00453,0.00423,0.0136
0.00688,6.27e-05,0.00321,0.00353,0.00963
0.00464,4.44e-05,0.00214,0.00281,0.00642
0.00696,6.67e-05,0.00321,0.00348,0.00963
0.00497,5.29e-05,0.0021,0.00304,0.00631
0.00479,4.62e-05,0.0022,0.00259,0.00661
0.00504,4.95e-05,0.00232,0.00278,0.00696
0.00493,5.5e-05,0.00208,0.00272,0.00624
0.00611,5.94e-05,0.00321,0.00348,0.00964
0.00556,5.71e-05,0.00295,0.00333,0.00885
0.00489,4.73e-05,0.00196,0.00247,0.00588
0.00433,4.35e-05,0.0019,0.00247,0.0057
0.00409,4.47e-05,0.00133,0.0022,0.00399
0.00418,4.26e-05,0.00142,0.00216,0.00426
0.00436,4.29e-05,0.0019,0.00222,0.00569
0.00544,5.26e-05,0.00235,0.00264,0.00706
0.00427,4.53e-05,0.00201,0.00235,0.00604
0.00402,4.31e-05,0.00153,0.00214,0.0046
0.00647,6.2e-05,0.00298,0.00335,0.00895
0.00501,5.42e-05,0.00227,0.00275,0.0068
0.003,2.97e-05,0.00112,0.00173,0.00336
0.00451,4.79e-05,0.00208,0.00259,0.00624
0.0052,5.38e-05,0.00276,0.00305,0.00828
0.0046,4.27e-05,0.00218,0.00253,0.00655
0.00549,5.51e-05,0.00216,0.00265,0.00649
0.00454,4.4e-05,0.00188,0.00248,0.00564
0.00924,7.08e-05,0.00335,0.00402,0.01004
0.0069,7.09e-05,0.00376,0.00373,0.01128
0.00582,5.79e-05,0.00284,0.00259,0.00851
0.00643,6.49e-05,0.00296,0.00335,0.00889
0.00911,9.78e-05,0.00437,0.00428,0.0131
0.00518,5.44e-05,0.00254,0.00286,0.00761
0.0047,4.49e-05,0.00251,0.00292,0.00754
0.00572,5.29e-05,0.00208,0.00273,0.00625
0.00552,4.91e-05,0.00278,0.0032,0.00835
0.00777,7.51e-05,0.00358,0.00396,0.01075
0.00575,5.35e-05,0.00251,0.00313,0.00753
0.00509,5.19e-05,0.00229,0.00277,0.00688
0.00567,5.51e-05,0.00276,0.0034,0.00827
0.00566,5.78e-05,0.00215,0.00238,0.00644
0.00575,5.95e-05,0.00247,0.00299,0.00742
0.00413,3.89e-05,0.00174,0.00219,0.00522
0.00369,3.73e-05,0.00175,0.00224,0.00525
0.0061,6.29e-05,0.00258,0.00294,0.00773
0.00539,5.3e-05,0.00217,0.00327,0.00651
0.00497,5.15e-05,0.00239,0.00273,0.00716
0.00419,4.31e-05,0.00178,0.00251,0.00535
0.00475,4.58e-05,0.00224,0.00296,0.00673
0.00426,3.39e-05,0.00198,0.00199,0.00595
0.00409,3.98e-05,0.00185,0.00242,0.00556
0.00595,5.29e-05,0.00304,0.00337,0.00911
0.00534,5.12e-05,0.00241,0.0028,0.00724
0.00559,4.53e-05,0.00289,0.00323,0.00867
0.00411,3.81e-05,0.00188,0.00236,0.00564
0.00408,3.56e-05,0.00219,0.00248,0.00656
0.00342,3.32e-05,0.00132,0.00193,0.00396
0.00439,4.15e-05,0.00168,0.00199,0.00505
0.00477,4.19e-05,0.00258,0.00283,0.00774
0.00403,3.22e-05,0.00178,0.0024,0.00534
0.005,4.95e-05,0.00218,0.00283,0.00653
0.00444,4.05e-05,0.00163,0.00203,0.00488
0.00501,3.85e-05,0.00254,0.00285,0.00762
0.00561,4.63e-05,0.00259,0.00303,0.00778
0.0039,3.56e-05,0.00193,0.0022,0.00578
0.00345,2.62e-05,0.00164,0.00193,0.00493
0.00584,5.16e-05,0.00235,0.00302,0.00706
0.00384,3.24e-05,0.00165,0.0021,0.00495
0.00532,4.54e-05,0.00225,0.0029,0.00676
0.0051,4.48e-05,0.00241,0.00295,0.00723
0.00521,4.79e-05,0.00225,0.00233,0.00675
0.00325,2.55e-05,0.0012,0.00167,0.0036
0.00471,4.49e-05,0.00222,0.0027,0.00665
0.00527,4.54e-05,0.0025,0.00291,0.00749
0.00418,3.64e-05,0.00214,0.00244,0.00641
0.00537,4.72e-05,0.00256,0.0031,0.00769
0.00463,4.15e-05,0.0021,0.00236,0.00631
0.00606,5.24e-05,0.00338,0.00341,0.01013
0.00454,4.22e-05,0.00232,0.00266,0.00697
0.0061,5.19e-05,0.00261,0.00286,0.00783
0.00395,3.49e-05,0.00208,0.00232,0.00625
0.00515,4.12e-05,0.00252,0.00298,0.00757
0.00816,7.28e-05,0.00453,0.0047,0.01359
0.00343,3.35e-05,0.00144,0.00206,0.00431
0.00432,3.8e-05,0.00177,0.0024,0.00532
0.00471,3.54e-05,0.00222,0.00274,0.00665
0.00458,4.4e-05,0.00203,0.00249,0.0061
0.00518,4.76e-05,0.00206,0.0024,0.00619
0.0032,2.65e-05,0.00147,0.00183,0.00442
0.00736,5.6e-05,0.00383,0.00333,0.0115
0.00436,3.77e-05,0.00183,0.00224,0.00548
0.00502,3.96e-05,0.00218,0.00253,0.00654
0.00377,3.25e-05,0.00153,0.00195,0.0046
0.00393,3.44e-05,0.00141,0.00187,0.00424
0.00542,4.44e-05,0.00256,0.00307,0.00769
0.00531,4.51e-05,0.00242,0.00257,0.00727
0.00419,3.86e-05,0.00169,0.00234,0.00506
0.00481,3.76e-05,0.0021,0.0026,0.00631
0.00461,4.03e-05,0.00175,0.00233,0.00526
0.0058,4.94e-05,0.00257,0.00291,0.0077
0.00545,4.56e-05,0.00305,0.0029,0.00914
0.00638,7.3e-05,0.00296,0.00383,0.00887
0.00596,6.58e-05,0.00244,0.00301,0.00731
0.00603,6.75e-05,0.00266,0.00291,0.00799
0.00428,4.65e-05,0.002,0.00234,0.00599
0.00593,6.13e-05,0.00244,0.00327,0.00731
0.00638,6.37e-05,0.00348,0.00326,0.01043
0.00744,8.25e-05,0.00359,0.00355,0.01076
0.00877,8.84e-05,0.00369,0.00397,0.01108
0.00355,3.74e-05,0.00177,0.00197,0.00531
0.00751,8.58e-05,0.0038,0.00469,0.01141
0.00664,6.54e-05,0.00326,0.0034,0.00979
0.00825,8.61e-05,0.00468,0.00405,0.01404
0.00895,9.43e-05,0.00359,0.00429,0.01076
0.00851,8.39e-05,0.00423,0.00428,0.01269
0.00588,6.31e-05,0.0029,0.00296,0.00871
0.00636,6.1e-05,0.00294,0.0034,0.00882
0.00403,3.94e-05,0.00193,0.00229,0.00578
0.0058,5.59e-05,0.0027,0.00293,0.00809
0.00651,6.45e-05,0.00314,0.00284,0.00941
0.00617,6.4e-05,0.00309,0.00397,0.00928
0.00558,5.77e-05,0.00241,0.00266,0.00722
0.00537,5.44e-05,0.00256,0.00308,0.00768
0.00588,6.4e-05,0.00301,0.00314,0.00902
0.00626,6.87e-05,0.00361,0.00315,0.01083
0.00454,4.77e-05,0.00235,0.00246,0.00706
0.00428,4.55e-05,0.00199,0.00261,0.00597
0.00721,7.41e-05,0.00364,0.00351,0.01093
0.00664,7.46e-05,0.00327,0.00374,0.00982
0.00383,4.14e-05,0.00168,0.00184,0.00503
0.00764,7.72e-05,0.00452,0.00369,0.01355
0.00441,4.6e-05,0.0021,0.00187,0.00629
0.00673,7.19e-05,0.00346,0.00363,0.01038
0.00725,7.22e-05,0.00381,0.00295,0.01143
0.00468,4.74e-05,0.00243,0.00279,0.0073
0.00391,3.85e-05,0.0019,0.00248,0.00569
0.00783,8.15e-05,0.00389,0.00276,0.01166
0.00265,2.44e-05,0.00108,0.00158,0.00323
0.00319,3.04e-05,0.00165,0.0017,0.00495
0.0044,4.24e-05,0.00213,0.00248,0.00638
0.00494,4.82e-05,0.00185,0.00274,0.00555
0.00463,4.58e-05,0.00231,0.00261,0.00692
0.00488,4.69e-05,0.00234,0.00205,0.00702
0.00419,4.11e-05,0.00205,0.00234,0.00614
0.00459,4.64e-05,0.00196,0.00233,0.00587
0.00461,5.03e-05,0.00233,0.00211,0.00698
0.00516,5.16e-05,0.0029,0.00264,0.00869
0.00411,4.07e-05,0.00219,0.00229,0.00657
0.00714,7.08e-05,0.00372,0.00332,0.01116
0.00404,4.03e-05,0.00206,0.0024,0.00618
0.00292,3.01e-05,0.00136,0.00154,0.00408
0.00409,4.04e-05,0.00189,0.00187,0.00567
0.00355,3.7e-05,0.00175,0.00177,0.00524
0.00326,3.44e-05,0.00147,0.00187,0.00441
0.00588,5.54e-05,0.00334,0.00283,0.01001
0.00402,4.01e-05,0.002,0.00213,0.00599
0.00385,3.73e-05,0.00198,0.00215,0.00594
0.00463,4.49e-05,0.00185,0.00277,0.00554
0.00397,3.94e-05,0.00186,0.00238,0.00559
0.00391,3.56e-05,0.00188,0.00161,0.00564
0.00482,4.41e-05,0.00271,0.0028,0.00814
0.00433,4.04e-05,0.00216,0.00233,0.00647
0.00446,4.23e-05,0.00195,0.00226,0.00585
0.00362,3.46e-05,0.00166,0.00197,0.00499
0.00282,2.64e-05,0.00131,0.00163,0.00392
0.00708,6.59e-05,0.00346,0.00282,0.01037
0.00672,6.24e-05,0.00331,0.0034,0.00992
0.0091,9.89e-05,0.00532,0.00486,0.01597
0.00371,4.11e-05,0.00179,0.00215,0.00538
0.00411,4.51e-05,0.00175,0.00229,0.00524
0.00319,3.33e-05,0.0013,0.00177,0.00389
0.00573,5.65e-05,0.00271,0.00251,0.00813
0.00675,6.8e-05,0.00273,0.00338,0.0082
0.00333,3.58e-05,0.00128,0.00181,0.00383
0.00333,3.2e-05,0.00179,0.00195,0.00536
0.00637,6.44e-05,0.00325,0.0028,0.00974
0.00535,5.75e-05,0.00226,0.00263,0.00677
0.00425,3.85e-05,0.00209,0.00267,0.00628
0.00726,7.53e-05,0.00361,0.00303,0.01084
0.00449,4.36e-05,0.00243,0.00227,0.00728
0.00365,3.41e-05,0.00147,0.00211,0.0044
0.00389,4.03e-05,0.00113,0.00191,0.00338
0.00359,3.35e-05,0.00154,0.00154,0.00462
0.00626,5.81e-05,0.00323,0.00289,0.0097
0.00405,3.6e-05,0.00177,0.00193,0.00531
0.00299,2.84e-05,0.00133,0.00171,0.00399
0.00688,6.7e-05,0.00383,0.00381,0.0115
0.00437,4.21e-05,0.00186,0.00208,0.00559
0.00657,6.15e-05,0.00349,0.00255,0.01046
0.00456,4.55e-05,0.00185,0.0024,0.00556
0.00806,8.24e-05,0.00441,0.00407,0.01323
0.00432,4.34e-05,0.0017,0.00227,0.00509
0.00635,6.1e-05,0.00351,0.00293,0.01053
0.00529,4.91e-05,0.00292,0.00286,0.00875
0.00483,4.33e-05,0.00216,0.00274,0.00649
0.00649,6.43e-05,0.00316,0.00348,0.00947
0.00185,2.03e-05,0.00074,0.00098,0.00223
0.0038,3.68e-05,0.00166,0.00198,0.00499
0.00857,7.96e-05,0.0047,0.00394,0.0141
0.00368,4.08e-05,0.00159,0.00214,0.00478
0.00358,3.46e-05,0.0013,0.00192,0.00389
0.00339,3.16e-05,0.00166,0.00203,0.00499
0.00476,4.42e-05,0.00205,0.002,0.00616
0.00724,6.84e-05,0.00252,0.0023,0.00755
0.00376,3.74e-05,0.00141,0.00198,0.00424
0.0034,2.92e-05,0.0011,0.00163,0.0033
0.00226,1.98e-05,0.00096,0.00125,0.00287
0.00373,3.36e-05,0.00154,0.00191,0.00461
0.00387,3.51e-05,0.00159,0.0022,0.00476
0.00394,3.58e-05,0.00172,0.00175,0.00517
0.00623,5.85e-05,0.00294,0.0021,0.00881
0.00516,4.7e-05,0.00238,0.00269,0.00714
0.00492,4.61e-05,0.00274,0.00279,0.00822
0.00646,6.46e-05,0.00319,0.00356,0.00958
0.00671,6.54e-05,0.00284,0.00325,0.00852
0.00319,3.02e-05,0.00135,0.0017,0.00405
0.00902,8.82e-05,0.00517,0.00371,0.01552
0.00536,4.85e-05,0.0029,0.00305,0.00871
0.00396,3.55e-05,0.00188,0.00217,0.00565
0.00584,5.83e-05,0.00233,0.0022,0.00699
0.00546,5.26e-05,0.00271,0.00237,0.00812
0.00281,2.54e-05,0.00119,0.00147,0.00358
0.00317,3.34e-05,0.00113,0.0018,0.00338
0.00414,3.95e-05,0.00164,0.00198,0.00493
0.00302,2.84e-05,0.00142,0.00186,0.00426
0.00412,3.77e-05,0.00183,0.00219,0.0055
0.00382,3.41e-05,0.00159,0.0022,0.00476
0.00457,4.54e-05,0.00192,0.00208,0.00576
0.0048,4.28e-05,0.00187,0.00204,0.00561
0.00362,3.17e-05,0.00167,0.00183,0.00502
0.00367,3.25e-05,0.00142,0.0017,0.00427
0.00575,5.1e-05,0.00304,0.00273,0.00913
0.0039,3.36e-05,0.00177,0.00172,0.00532
0.00616,5.96e-05,0.00331,0.00276,0.00993
0.00781,7.07e-05,0.00404,0.00307,0.01212
0.00575,5.11e-05,0.0028,0.00332,0.0084
0.00442,3.85e-05,0.00217,0.00252,0.0065
0.00562,5.36e-05,0.0026,0.00271,0.00781
0.00978,9.52e-05,0.00444,0.00563,0.01333
0.00856,9.16e-05,0.00494,0.00509,0.01482
0.00696,6.63e-05,0.00279,0.00334,0.00837
0.00716,6.87e-05,0.00335,0.00401,0.01005
0.00848,7.87e-05,0.00471,0.00513,0.01414
0.00511,5.21e-05,0.00262,0.00309,0.00787
0.00618,5.77e-05,0.00331,0.00353,0.00994
0.00921,9.29e-05,0.00526,0.00483,0.01578
0.00964,9.11e-05,0.0045,0.00471,0.01349
0.00646,6.2e-05,0.00289,0.00317,0.00867
0.00626,5.67e-05,0.00271,0.00339,0.00814
